 270	7.593e-004	7.875e-004	6.538e-004	7.412e-004	8.885e-005
 271	8.323e-004	8.181e-004	7.636e-004	7.782e-004	1.197e-004
 272	9.128e-004	8.060e-004	6.066e-004	7.989e-004	1.467e-004
 273	1.019e-003	8.191e-004	6.998e-004	8.123e-004	1.557e-004
 274	1.192e-003	8.712e-004	7.166e-004	8.336e-004	1.642e-004
 275	1.425e-003	8.801e-004	7.882e-004	8.486e-004	1.577e-004
 276	1.719e-003	8.884e-004	7.855e-004	8.651e-004	1.412e-004
 277	2.133e-003	9.979e-004	7.999e-004	8.924e-004	1.377e-004
 278	2.461e-003	9.714e-004	7.978e-004	9.100e-004	1.386e-004
 279	3.083e-003	1.091e-003	7.622e-004	9.246e-004	1.359e-004
 280	3.914e-003	1.178e-003	7.884e-004	9.303e-004	1.361e-004
 281	4.857e-003	1.312e-003	7.730e-004	9.255e-004	1.301e-004
 282	5.704e-003	1.641e-003	8.237e-004	9.364e-004	1.268e-004
 283	6.476e-003	1.942e-003	7.561e-004	9.330e-004	1.230e-004
 284	8.084e-003	2.000e-003	7.875e-004	9.295e-004	1.235e-004
 285	1.015e-002	2.580e-003	7.054e-004	9.434e-004	1.358e-004
 286	1.206e-002	3.064e-003	6.994e-004	9.292e-004	1.492e-004
 287	1.460e-002	3.685e-003	6.820e-004	9.398e-004	1.647e-004
 288	1.806e-002	4.985e-003	7.030e-004	9.278e-004	1.749e-004
 289	2.123e-002	6.741e-003	6.690e-004	9.116e-004	1.813e-004
 290	2.662e-002	8.037e-003	5.932e-004	9.108e-004	1.793e-004
 291	4.107e-002	1.053e-002	6.333e-004	8.519e-004	1.633e-004
 292	6.696e-002	1.253e-002	5.658e-004	8.525e-004	1.556e-004
 293	1.134e-001	1.523e-002	5.666e-004	8.355e-004	1.445e-004
 294	1.993e-001	1.835e-002	6.362e-004	8.054e-004	1.338e-004
 295	3.268e-001	2.091e-002	6.602e-004	7.923e-004	1.434e-004
 296	5.366e-001	2.464e-002	5.968e-004	7.671e-004	1.496e-004
 297	7.554e-001	2.822e-002	6.747e-004	7.518e-004	1.518e-004
 298	8.859e-001	3.222e-002	1.107e-003	7.240e-004	1.423e-004
 299	9.469e-001	3.684e-002	1.383e-003	7.019e-004	1.312e-004
 300	1.000e+000	4.608e-002	2.051e-003	6.767e-004	1.081e-004
 301	9.815e-001	6.019e-002	3.129e-003	6.502e-004	9.621e-005
 302	9.661e-001	8.757e-002	5.099e-003	6.180e-004	9.900e-005
 303	8.662e-001	1.275e-001	7.432e-003	5.928e-004	1.103e-004
 304	7.284e-001	1.846e-001	9.892e-003	5.725e-004	1.242e-004
 305	5.328e-001	2.617e-001	1.316e-002	5.599e-004	1.372e-004
 306	3.064e-001	3.799e-001	1.825e-002	5.269e-004	1.371e-004
 307	9.813e-002	4.867e-001	2.370e-002	5.063e-004	1.362e-004
 308	1.671e-002	6.100e-001	3.526e-002	4.838e-004	1.400e-004
 309	3.404e-003	7.316e-001	5.355e-002	4.691e-004	1.478e-004
 310	1.587e-003	8.590e-001	8.399e-002	4.608e-004	1.591e-004
 311	1.165e-003	9.452e-001	1.300e-001	4.543e-004	1.698e-004
 312	9.082e-004	1.000e+000	2.017e-001	4.409e-004	1.645e-004
 313	7.785e-004	9.805e-001	3.062e-001	4.321e-004	1.600e-004
 314	7.733e-004	9.036e-001	4.488e-001	4.177e-004	1.428e-004
 315	6.524e-004	7.890e-001	6.435e-001	4.064e-004	1.256e-004
 316	5.593e-004	5.562e-001	8.012e-001	4.147e-004	1.288e-004
 317	5.555e-004	2.927e-001	9.138e-001	4.411e-004	1.379e-004
 318	4.845e-004	9.759e-002	9.740e-001	4.981e-004	1.430e-004
 319	4.965e-004	2.267e-002	1.000e+000	6.057e-004	1.534e-004
 320	3.876e-004	5.531e-003	9.309e-001	8.020e-004	1.533e-004
 321	3.643e-004	2.987e-003	7.972e-001	8.377e-004	1.342e-004
 322	3.382e-004	1.950e-003	5.759e-001	1.239e-003	1.135e-004
 323	3.105e-004	1.582e-003	3.164e-001	1.824e-003	9.971e-005
