333.9285714 	 870.7779886 	 261.9365609 	 110.0 	 0.0 	
332.3412698 	 874.1935484 	 260.6010017 	 109.2519084 	 0.0 	
328.968254 	 872.6755218 	 259.5993322 	 109.8015267 	 0.0 	
328.5714286 	 870.9677419 	 260.2671119 	 109.1145038 	 0.0 	
325.7936508 	 872.6755218 	 259.7662771 	 109.7251908 	 0.0 	
327.5793651 	 867.5521822 	 260.6010017 	 109.3282443 	 0.0 	
321.2301587 	 868.5009488 	 260.4340568 	 108.9770992 	 0.0 	
326.5873016 	 867.1726755 	 260.6010017 	 109.3129771 	 0.0 	
328.968254 	 871.1574953 	 260.2671119 	 108.8854962 	 0.0 	
325.7936508 	 866.6034156 	 259.933222 	 108.0305344 	 0.0 	
331.547619 	 869.0702087 	 259.4323873 	 108.3358779 	 0.0 	
322.0238095 	 871.7267552 	 260.4340568 	 109.389313 	 0.0 	
322.6190476 	 870.5882353 	 259.7662771 	 109.3282443 	 0.0 	
328.1746032 	 864.3263757 	 260.6010017 	 109.0076336 	 0.0 	
324.6031746 	 867.9316888 	 261.2687813 	 109.4503817 	 0.0 	
325.5952381 	 867.3624288 	 261.2687813 	 109.7251908 	 0.0 	
327.1825397 	 866.0341556 	 262.1035058 	 109.7709924 	 0.0 	
322.8174603 	 866.9829222 	 261.2687813 	 110.3206107 	 0.0 	
330.7539683 	 863.9468691 	 260.1001669 	 108.6870229 	 0.0 	
328.3730159 	 866.9829222 	 259.933222 	 109.2519084 	 0.0 	
324.6031746 	 865.4648956 	 261.1018364 	 109.6030534 	 0.0 	
323.015873 	 863.1878558 	 259.2654424 	 109.5114504 	 0.0 	
323.015873 	 868.6907021 	 259.4323873 	 109.8931298 	 0.0 	
320.2380952 	 865.2751423 	 259.0984975 	 109.129771 	 0.0 	
325.9920635 	 870.5882353 	 260.1001669 	 109.8473282 	 0.0 	
324.0079365 	 867.5521822 	 261.2687813 	 109.3587786 	 0.0 	
323.2142857 	 871.5370019 	 259.0984975 	 110.1984733 	 0.0 	
326.7857143 	 872.1062619 	 261.1018364 	 109.648855 	 0.0 	
328.968254 	 874.0037951 	 260.1001669 	 109.5114504 	 0.0 	
323.4126984 	 870.5882353 	 261.2687813 	 108.6412214 	 0.0 	
326.3888889 	 875.711575 	 259.7662771 	 109.389313 	 0.0 	
323.8095238 	 870.9677419 	 261.1018364 	 109.4656489 	 0.0 	
327.5793651 	 870.5882353 	 261.1018364 	 109.4961832 	 0.0 	
326.7857143 	 873.2447818 	 259.7662771 	 110.0305344 	 0.0 	
326.3888889 	 873.2447818 	 260.9348915 	 110.1068702 	 0.0 	
325.1984127 	 877.4193548 	 260.4340568 	 109.8320611 	 0.0 	
327.5793651 	 873.6242884 	 260.6010017 	 110.2748092 	 0.0 	
326.984127 	 874.3833017 	 261.6026711 	 109.5877863 	 0.0 	
325.9920635 	 874.3833017 	 259.7662771 	 109.9236641 	 0.0 	
329.9603175 	 875.711575 	 260.6010017 	 110.0152672 	 0.0 	
326.984127 	 874.7628083 	 260.2671119 	 108.9465649 	 0.0 	
329.7619048 	 876.4705882 	 261.769616 	 109.9541985 	 0.0 	
324.2063492 	 877.6091082 	 261.2687813 	 109.1145038 	 0.0 	
325.7936508 	 875.711575 	 262.1035058 	 109.6183206 	 0.0 	
328.968254 	 879.1271347 	 260.6010017 	 109.8320611 	 0.0 	
331.1507937 	 878.9373814 	 260.7679466 	 109.5877863 	 0.0 	
326.984127 	 879.316888 	 261.9365609 	 110.3206107 	 0.0 	
330.952381 	 877.0398482 	 261.2687813 	 109.7557252 	 0.0 	
330.952381 	 877.6091082 	 261.6026711 	 109.389313 	 0.0 	
328.5714286 	 874.573055 	 261.2687813 	 108.9465649 	 0.0 	
326.1904762 	 875.3320683 	 261.9365609 	 109.5572519 	 0.0 	
328.5714286 	 875.711575 	 261.4357262 	 109.4961832 	 0.0 	
325.0 	 881.4041746 	 259.4323873 	 109.2824427 	 0.0 	
328.3730159 	 877.0398482 	 260.7679466 	 109.0839695 	 0.0 	
325.9920635 	 877.6091082 	 261.6026711 	 109.0534351 	 0.0 	
325.7936508 	 874.7628083 	 262.2704508 	 109.9083969 	 0.0 	
328.968254 	 878.3681214 	 261.2687813 	 108.8244275 	 0.0 	
328.7698413 	 877.4193548 	 260.6010017 	 108.610687 	 0.0 	
