5.70000000e+01 	 8.33500000e-01 	 9.38810000e+00 	 6.36575752e-01 	 1.402576592711091 

5.70000000e+01 	 7.40900000e-01 	 4.99860000e+00 	 6.36575752e-01 	 1.402576592711091 

5.50000000e+01 	 1.23020000e+00 	 7.69090000e+00 	 6.70397874e-01 	 1.4025765915150348 

3.40000000e+01 	 1.00750000e+00 	 6.62960000e+00 	 9.68981623e-01 	 1.402576590024913 

2.80000000e+01 	 1.13660000e+00 	 5.37640000e+00 	 1.03199182e+00 	 1.4025765920044404 

4.60000000e+01 	 7.12200000e-01 	 5.65770000e+00 	 8.11918805e-01 	 1.4025765895745714 

3.60000000e+01 	 9.69200000e-01 	 8.81790000e+00 	 9.45581510e-01 	 1.4025765896692095 

6.70000000e+01 	 1.08590000e+00 	 6.78310000e+00 	 4.56687725e-01 	 1.4025765873265161 

2.70000000e+01 	 1.22910000e+00 	 9.41430000e+00 	 1.04141112e+00 	 1.402576589006493 

1.80000000e+01 	 1.26420000e+00 	 3.26040000e+00 	 1.11159773e+00 	 1.4025765919267121 

1.80000000e+01 	 8.09500000e-01 	 8.66530000e+00 	 1.11159773e+00 	 1.4025765919267121 

3.50000000e+01 	 9.87900000e-01 	 3.41800000e+00 	 9.57427387e-01 	 1.4025765883767163 

5.30000000e+01 	 6.55200000e-01 	 7.36170000e+00 	 7.03403220e-01 	 1.402576591836923 

2.00000000e+01 	 1.25850000e+00 	 7.54230000e+00 	 1.09831558e+00 	 1.4025765888272541 

6.40000000e+01 	 7.53200000e-01 	 1.96410000e+00 	 5.12369522e-01 	 1.4025765938303507 

3.10000000e+01 	 1.16720000e+00 	 6.59010000e+00 	 1.00185973e+00 	 1.4025765906636571 

4.90000000e+01 	 1.15420000e+00 	 4.44870000e+00 	 7.66803778e-01 	 1.4025765875378173 

2.80000000e+01 	 8.67500000e-01 	 9.21860000e+00 	 1.03199182e+00 	 1.4025765920044404 

2.30000000e+01 	 7.69600000e-01 	 1.94020000e+00 	 1.07588886e+00 	 1.4025765887357098 

5.00000000e+01 	 1.10000000e+00 	 8.04610000e+00 	 7.51292103e-01 	 1.4025765905410035 

3.40000000e+01 	 8.80300000e-01 	 3.27080000e+00 	 9.68981623e-01 	 1.402576590024913 

3.30000000e+01 	 1.09950000e+00 	 7.23100000e+00 	 9.80240697e-01 	 1.4025765893749877 

5.90000000e+01 	 7.79500000e-01 	 7.68330000e+00 	 6.01978060e-01 	 1.4025765915663317 

2.90000000e+01 	 1.24610000e+00 	 5.26040000e+00 	 1.02225816e+00 	 1.402576589208075 

6.50000000e+01 	 8.66400000e-01 	 6.78350000e+00 	 4.93957503e-01 	 1.4025765865458613 

6.60000000e+01 	 7.36800000e-01 	 3.96440000e+00 	 4.75395019e-01 	 1.4025765876994578 

2.60000000e+01 	 8.55900000e-01 	 2.09850000e+00 	 1.05051320e+00 	 1.4025765917524833 

2.60000000e+01 	 1.02460000e+00 	 4.28160000e+00 	 1.05051320e+00 	 1.4025765917524833 

2.90000000e+01 	 1.09600000e+00 	 7.03990000e+00 	 1.02225816e+00 	 1.402576589208075 

2.60000000e+01 	 1.16050000e+00 	 2.30220000e+00 	 1.05051320e+00 	 1.4025765917524833 

5.20000000e+01 	 6.85100000e-01 	 5.56620000e+00 	 7.19586995e-01 	 1.402576590151834 

2.30000000e+01 	 9.61200000e-01 	 1.03360000e+00 	 1.07588886e+00 	 1.4025765887357098 

6.50000000e+01 	 1.26220000e+00 	 1.43310000e+00 	 4.93957503e-01 	 1.4025765865458613 

